,NN,NNS,JJ,VB,VBD,VBG,VBN,VBP,VBZ,total-frequency,is_excluded,wikipedia2-frequency,aonewsela-frequency,wikipedia1-frequency,aochildes-frequency,wikipedia3-frequency
chy,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
americ,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ational,0,0,1,0,0,0,0,0,0,1,True,0,0,0,0,1
rast,0,0,1,0,0,0,0,0,0,1,True,0,0,1,0,0
patri,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ikh,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
icle,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
osed,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
autom,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
phr,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
techn,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
reng,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
uate,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
continu,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
specif,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,0
ront,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ake,0,0,0,1,0,0,0,0,0,1,True,1,0,0,0,0
lled,0,0,0,0,0,0,1,0,0,1,True,0,0,1,0,0
tle,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ucky,0,0,0,0,0,0,0,0,0,1,True,0,0,0,1,0
phot,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
diplom,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ress,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
ually,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
oring,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
laun,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
aling,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
describ,0,0,0,0,0,0,1,0,0,1,False,0,0,0,0,1
hing,0,0,0,0,0,1,0,0,0,1,True,0,0,1,0,0
shap,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ety,0,0,0,0,0,0,0,1,0,1,False,0,0,1,0,0
distin,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ogen,1,0,0,0,0,0,0,0,0,1,True,0,1,0,0,0
eing,0,0,0,0,0,1,0,0,0,1,True,1,0,0,0,0
activ,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ques,0,1,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ense,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
raph,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
iat,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
caval,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
iding,0,0,0,0,0,1,0,0,0,1,True,0,1,0,0,0
ril,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
scient,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
rine,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
bers,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
dest,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
cous,0,0,1,0,0,0,0,0,0,1,False,0,0,1,0,0
ithm,0,0,1,0,0,0,0,0,0,1,True,0,0,1,0,0
afric,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
osing,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
premi,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ania,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
nomin,1,0,0,0,0,0,0,0,0,1,False,0,1,0,0,0
subst,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
inhab,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
educ,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
ople,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
suppl,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
opes,0,1,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ared,0,0,0,0,0,0,1,0,0,1,True,0,0,1,0,0
geor,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
olithic,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
¤,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
rist,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
incre,0,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
uing,0,0,0,0,0,1,0,0,0,1,True,0,0,0,0,1
stro,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
belg,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
squ,1,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
cau,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
includ,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
subsequ,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
azz,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
sug,0,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
appl,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
vered,0,0,0,0,0,0,1,0,0,1,True,0,0,1,0,0
compat,0,1,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ator,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
exhib,0,0,0,0,0,0,0,1,0,1,False,1,0,0,0,0
disp,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ches,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
ities,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
researc,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
anian,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ains,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
lished,0,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0
athe,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ceed,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
harv,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
resemb,0,0,0,1,0,0,0,0,0,1,False,1,0,0,0,0
ered,0,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0
dule,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
rese,1,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
ruction,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
reme,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
pred,0,0,0,0,0,0,1,0,0,1,False,1,0,0,0,0
ancy,0,0,0,0,0,0,0,0,0,1,True,0,0,0,1,0
revol,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
soph,0,0,0,0,0,0,0,0,1,1,False,0,0,0,0,1
istics,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
ands,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ethn,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ģ,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
buddh,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
acter,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ortion,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
theat,1,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
otes,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
environ,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
repres,0,1,0,0,0,0,0,0,0,1,False,0,0,1,0,0
breat,1,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
conv,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
defe,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
persu,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
strate,0,0,0,0,0,0,0,0,0,1,False,0,1,0,0,0
obl,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
itals,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
¶,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ahm,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ulate,0,0,1,0,0,0,0,0,0,1,True,0,0,0,0,1
rebell,0,0,0,1,0,0,0,0,0,1,False,1,0,0,0,0
cies,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
igr,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
infrast,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
momm,0,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
ois,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
ible,0,0,1,0,0,0,0,0,0,1,True,0,0,0,0,1
onents,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
arth,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
iting,0,0,0,0,0,1,0,0,0,1,True,0,0,0,0,1
arn,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
cle,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
ients,0,1,0,0,0,0,0,0,0,1,True,1,0,0,0,0
oles,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
ibly,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
į,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
desc,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
sevent,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
polit,1,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
maced,0,0,0,0,0,0,1,0,0,1,False,0,0,0,0,1
aqu,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
hond,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
ued,0,0,1,0,0,0,0,0,0,1,True,1,0,0,0,0
ance,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
olve,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
©,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
sav,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
cruc,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
chocol,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
emerg,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
cosm,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
umb,0,0,1,0,0,0,0,0,0,1,True,0,0,1,0,0
osen,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
introdu,0,0,1,0,0,0,0,0,0,1,False,0,0,0,0,1
olymp,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
mexic,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
pseud,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
galax,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
unsuccess,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ously,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
cele,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
acad,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ished,0,0,1,0,0,0,0,0,0,1,True,0,0,1,0,0
obs,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
inese,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
parad,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
hedral,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ographer,0,0,1,0,0,0,0,0,0,1,True,0,0,1,0,0
compet,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
uits,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
anes,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
charact,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
hous,1,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
fle,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
uary,0,0,1,0,0,0,0,0,0,1,True,0,0,0,0,1
ests,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
byz,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
aver,0,0,0,1,0,0,0,0,0,1,False,1,0,0,0,0
impro,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
equival,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
toler,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
teac,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ating,0,0,0,0,0,1,0,0,0,1,True,0,0,0,0,1
decre,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
illion,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
andon,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
agues,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
constit,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ivity,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
conflic,0,0,1,0,0,0,0,0,0,1,False,0,0,0,0,1
entially,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
streng,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
subur,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
didn,0,0,0,0,0,0,0,0,0,1,False,0,0,0,1,0
ules,0,1,0,0,0,0,0,0,0,1,True,1,0,0,0,0
eter,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
innov,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
rical,0,0,1,0,0,0,0,0,0,1,True,1,0,0,0,0
¨,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
magn,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
acy,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
ound,0,0,0,1,0,0,0,0,0,1,True,0,0,0,0,1
medie,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
volcan,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
ĩ,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
estab,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
reven,0,0,0,0,0,0,0,0,0,1,False,1,0,0,0,0
priv,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
illy,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
vill,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
icks,0,1,0,0,0,0,0,0,0,1,True,0,0,0,0,1
dece,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ductor,1,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
rodu,0,0,0,0,0,0,0,0,0,1,True,0,0,1,0,0
rative,0,0,1,0,0,0,0,0,0,1,True,1,0,0,0,0
exch,0,1,0,0,0,0,0,0,0,1,False,0,0,0,0,1
engers,0,1,0,0,0,0,0,0,0,1,True,0,0,1,0,0
lith,0,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
decl,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ected,0,0,0,0,1,0,0,0,0,1,True,0,0,1,0,0
itor,1,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
amed,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0
uries,0,1,0,0,0,0,0,0,0,1,True,1,0,0,0,0
thern,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ially,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ption,1,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
archae,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
fres,0,1,0,0,0,0,0,0,0,1,False,0,0,0,1,0
stre,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
palest,1,0,0,0,0,0,0,0,0,1,False,0,0,1,0,0
vene,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,1
ised,0,0,0,0,0,0,1,0,0,1,True,0,0,0,0,1
gypt,0,0,0,0,0,0,0,0,0,1,True,0,0,0,0,1
ovak,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
appropri,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iques,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
langu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
comple,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ressed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hypothes,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
multip,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
attorn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ó,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
haps,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inary,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ĥ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
arbit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
accompan,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
molec,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
milit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
portugues,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
roose,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
imper,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
preced,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
alge,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
legisl,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ract,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
poin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
obser,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
asts,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inations,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ounds,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ission,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
veland,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aving,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
disag,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
exclud,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
membr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
antiqu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
acqu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
proced,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
herit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ieties,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
initi,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gotta,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ibility,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ening,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ooth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
İ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
doct,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ogn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
depos,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sched,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
âĢ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
isters,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
confir,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ording,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
merg,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ifer,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
eper,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icult,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã¼,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ancest,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
volun,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
appro,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
reserv,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
<pad>,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
occup,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hosp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
izing,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
geomet,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ashion,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
vant,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
algor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
opportun,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ļ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icted,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ø,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
scre,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ived,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
onia,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ifies,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iders,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inson,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ify,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
velop,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pping,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
isot,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
shif,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ension,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
exclus,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
manag,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
mosc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
<mask>,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ľ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
scen,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iod,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
invol,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ution,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ergy,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
illery,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iday,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
rehens,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
signific,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ization,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
arri,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
daugh,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ÅĤ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
volunte,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ropri,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
necess,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
franch,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ograp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icial,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
rency,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
democ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
democr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
calend,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ä,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
rhyth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
portra,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
doesn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
upgr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ouri,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
conven,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Î,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itled,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ention,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aggress,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
restric,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
intellig,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
deput,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ories,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iny,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
earthqu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
afgh,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ceremon,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã§,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
apan,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ŀ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
elimin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
prov,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
mble,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
lection,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ighters,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
recept,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
entr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ners,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ĥ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
utation,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ination,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hyd,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ocol,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ł,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pione,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ically,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
assum,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
accomp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
omorph,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
orter,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uration,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
vereign,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
